poi,avg,std,max,min
POI4,1284.4412816366548,221.20901912246023,5324.448004565899,100.7761590256367
POI1,550.4130250806448,1025.402622183252,3711.2589611547633,0.35003523493371175
POI3,2121.0248575872033,1354.2965244923062,3966.823658252896,0.8130431414618406
